CUSTOMER_NUMBER,FREQUENT_ORDER_TYPE,FIRST_DELIVERY_DATE,ON_BOARDING_DATE,COLD_DRINK_CHANNEL,TRADE_CHANNEL,SUB_TRADE_CHANNEL,LOCAL_MARKET_PARTNER,CO2_CUSTOMER,ZIP_CODE
501564250,SALES REP,11/7/2023,9/20/2023,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,20758
600550572,SALES REP,5/8/2017,5/8/2007,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,20754
501634889,MYCOKE360,4/18/2024,3/20/2024,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,66636
600557574,SALES REP,5/19/2017,4/15/2012,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,2111
600572873,SALES REP,5/2/2017,8/29/2014,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2066
501354250,SALES REP,10/6/2022,3/3/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,40055
501725646,MYCOKE360,11/19/2024,10/11/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1938
500736679,SALES REP,9/7/2018,8/23/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,2660
501629657,SALES REP,4/3/2024,3/4/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1938
501372689,SALES REP,4/28/2022,4/18/2022,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40055
501654092,SALES REP,5/24/2024,5/8/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67124
600551061,MYCOKE LEGACY,5/31/2017,11/20/2007,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1938
501009181,SALES REP,12/4/2019,10/11/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42023
600579727,SALES REP,5/26/2017,4/21/2016,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,40055
600567728,SALES REP,5/9/2017,6/17/2013,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,2066
600572609,SALES REP,7/13/2017,8/3/2014,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67124
501102285,SALES REP,7/9/2020,6/30/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67124
500398752,SALES REP,6/12/2017,5/24/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2066
501071409,SALES REP,6/11/2020,3/10/2020,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1938
600572207,SALES REP,9/25/2019,7/17/2014,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,42452
501045348,SALES REP,2/13/2020,1/29/2020,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,42023
501526850,SALES REP,8/22/2023,6/8/2023,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,67510
501527356,MYCOKE LEGACY,9/28/2023,6/9/2023,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,2142
500620765,SALES REP,6/5/2018,5/16/2018,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,42023
600581380,SALES REP,5/3/2017,8/30/2016,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,2327
501042995,SALES REP,2/18/2020,1/23/2020,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,1341
501701149,SALES REP,8/28/2024,8/23/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,1075
500329871,CALL CENTER,6/21/2017,11/22/2016,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,66959
501367455,SALES REP,4/28/2022,3/31/2022,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,2563
500938224,SALES REP,8/28/2019,5/15/2019,PUBLIC SECTOR,EDUCATION,HIGH SCHOOL,TRUE,FALSE,1985
600584212,SALES REP,8/22/2017,8/20/1994,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,67505
501689324,SALES REP,8/15/2024,7/24/2024,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,42036
501385316,SALES REP,6/7/2022,5/24/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,41061
501016575,MYCOKE360,11/22/2019,11/1/2019,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,1094
501380194,SALES REP,7/14/2023,5/10/2022,WORKPLACE,TRAVEL,OTHER TRAVEL,TRUE,FALSE,20664
501689431,SALES REP,7/30/2024,7/24/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,2327
501089155,SALES REP,6/10/2020,5/26/2020,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,2327
600572176,SALES REP,5/18/2017,7/14/2014,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,42452
600573374,SALES REP,10/12/2017,10/2/2014,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,1501
501233985,SALES REP,8/3/2021,7/6/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42221
600102832,SALES REP,12/4/2015,10/10/1994,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,67553
500318281,SALES REP,1/25/2017,12/29/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,67553
501521399,SALES REP,5/31/2023,5/23/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,67553
600102814,SALES REP,12/1/2015,1/18/2000,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,67553
500302319,SALES REP,10/7/2016,10/7/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67553
600102877,OTHER,12/15/2015,9/11/2013,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,67553
600083378,SALES REP,12/7/2015,6/18/2002,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2129
500389584,SALES REP,4/28/2017,4/24/2017,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,67553
600083409,SALES REP,12/2/2015,12/4/2007,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67553
600083389,SALES REP,9/4/2016,5/5/2004,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67553
600083381,SALES REP,12/4/2015,2/18/2004,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,2129
600102862,SALES REP,12/8/2015,5/12/2011,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,67553
600083442,SALES REP,12/3/2015,12/9/2014,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,2575
600102863,SALES REP,12/11/2015,7/1/2011,EVENT,RECREATION,RECREATION FILM,TRUE,FALSE,67553
501418428,SALES REP,10/21/2022,8/12/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,67553
501678115,SALES REP,7/9/2024,7/2/2024,EVENT,RECREATION,RECREATION ARENA,TRUE,FALSE,2150
600083932,SALES REP,12/3/2015,12/10/1986,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2150
600083867,SALES REP,12/14/2015,11/7/1989,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,2150
600083795,SALES REP,9/11/2016,9/7/2011,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,2150
501668373,SALES REP,6/27/2024,6/18/2024,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,2150
501130293,SALES REP,11/9/2020,9/23/2020,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,2150
600083753,SALES REP,12/3/2015,9/11/2008,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21648
600083834,OTHER,3/11/2016,1/1/1995,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67658
500395601,SALES REP,5/11/2017,5/10/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21648
600083666,SALES REP,12/1/2015,3/31/1997,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2150
600083713,SALES REP,11/30/2015,1/30/2004,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,21648
600083735,SALES REP,12/9/2015,11/9/2005,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,21648
501669101,SALES REP,6/27/2024,6/20/2024,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,2150
501632731,SALES REP,4/4/2024,3/13/2024,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,2150
500944167,SALES REP,6/6/2019,5/30/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,2150
600573448,CALL CENTER,5/8/2017,10/9/2014,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,TRUE,21530
600573913,OTHER,8/14/2017,11/14/2014,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,66933
501475945,SALES REP,1/23/2023,1/3/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,66417
600581910,OTHER,5/17/2017,10/17/2016,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,1079
500608267,SALES REP,1/27/2020,5/4/2018,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,66112
600584572,OTHER,6/1/2017,8/20/1994,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,20637
600555657,SALES REP,5/6/2017,2/8/2010,WORKPLACE,TRAVEL,CRUISE,TRUE,FALSE,40160
501165132,SALES REP,1/8/2021,12/29/2020,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,21150
600585035,OTHER,6/26/2017,8/20/1994,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,FALSE,2764
500823030,OTHER,1/17/2019,11/23/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,42355
501154194,SALES REP,1/4/2021,12/7/2020,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,42442
501520047,MYCOKE LEGACY,6/28/2023,5/18/2023,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,40201
501729115,MYCOKE360,11/26/2024,10/23/2024,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,TRUE,1784
501048568,SALES REP,4/30/2021,1/31/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21502
501443044,SALES REP,12/1/2022,10/18/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,42221
501099442,SALES REP,7/27/2020,6/18/2020,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,TRUE,TRUE,40055
600579389,SALES REP,8/9/2017,3/29/2016,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2633
600071737,OTHER,8/10/2018,6/3/2011,PUBLIC SECTOR,EDUCATION,MIDDLE SCHOOL,TRUE,FALSE,66758
501706690,MYCOKE360,9/26/2024,9/6/2024,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,1810
501652466,SALES REP,5/8/2024,5/2/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,20612
500390890,SALES REP,5/1/2018,4/28/2017,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,42131
501577644,MYCOKE360,11/10/2023,10/27/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1077
501404713,MYCOKE LEGACY,9/1/2022,7/5/2022,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,2744
501138288,OTHER,10/28/2020,10/23/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42054
501102064,OTHER,7/2/2020,6/29/2020,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1505
600063386,OTHER,5/7/2018,2/21/2000,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21716
501114996,SALES REP,8/20/2020,8/13/2020,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,21010
501563771,SALES REP,10/23/2023,9/18/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,66615
501035763,SALES REP,1/30/2020,1/7/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1346
501036656,MYCOKE360,2/27/2020,1/9/2020,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1346
501115728,OTHER,9/3/2020,8/17/2020,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,66507
600068470,OTHER,5/10/2018,8/31/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2457
600077170,SALES REP,5/4/2018,3/21/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1338
600077118,OTHER,6/7/2018,5/1/1987,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,1010
600077015,SALES REP,5/4/2018,7/16/2012,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,1338
501554839,OTHER,9/6/2023,8/23/2023,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,41667
600076954,SALES REP,5/2/2018,4/14/2010,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42376
500873699,OTHER,3/18/2019,2/21/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,41144
500576807,OTHER,5/8/2018,4/5/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,41667
600077142,OTHER,4/30/2018,3/20/2014,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,41667
600077095,SALES REP,5/2/2018,5/1/2015,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,40204
600076911,SALES REP,5/25/2018,12/11/2006,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,TRUE,41667
501698285,OTHER,9/11/2024,8/15/2024,PUBLIC SECTOR,DEFENSE,OTHER MILITARY,TRUE,TRUE,41004
501006057,SALES REP,10/14/2019,10/3/2019,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21040
600077069,SALES REP,4/30/2018,12/12/2013,EVENT,ACTIVITIES,GAME CENTER,TRUE,TRUE,20602
600077160,SALES REP,5/4/2018,5/1/1987,PUBLIC SECTOR,ACTIVITIES,FRATERNITY,TRUE,TRUE,41667
600077071,OTHER,5/10/2018,7/21/2014,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,21040
600076953,SALES REP,5/9/2018,4/14/2010,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40204
500302051,SALES REP,5/10/2018,10/5/2016,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21040
501495991,OTHER,4/11/2023,3/6/2023,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,41667
501086125,OTHER,6/12/2020,5/12/2020,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,21759
501518880,MYCOKE360,8/24/2023,5/15/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,42131
600071729,OTHER,8/20/2018,6/3/2011,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2478
600063667,SALES REP,5/7/2018,10/28/2008,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2297
501596661,SALES REP,1/19/2024,1/10/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1590
600071111,SALES REP,5/3/2018,1/13/2014,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1731
501378009,MYCOKE LEGACY,6/6/2022,5/5/2022,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,1090
501536985,OTHER,7/26/2023,7/7/2023,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,40041
600066633,SALES REP,5/7/2018,6/10/1994,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,1452
600068999,OTHER,6/14/2018,8/15/2011,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,40591
500410476,MYCOKE360,5/24/2018,7/7/2017,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1027
500987957,OTHER,8/28/2019,8/20/2019,BULK TRADE,BULK TRADE,BULK TRADE,TRUE,FALSE,21102
600065870,OTHER,6/12/2018,5/27/2003,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,TRUE,66507
600063261,SALES REP,5/3/2018,6/10/1994,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,21228
501493456,SALES REP,6/9/2023,2/28/2023,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,TRUE,1731
600064862,OTHER,5/10/2018,7/7/2008,EVENT,RECREATION,RECREATION ARENA,TRUE,FALSE,40801
600069022,OTHER,5/10/2018,10/18/2001,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,1026
500292477,OTHER,5/3/2018,7/25/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,2457
501465804,SALES REP,1/17/2023,11/29/2022,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,42054
600066886,SALES REP,8/5/2020,1/30/2003,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,2457
500990730,OTHER,9/5/2019,8/27/2019,PUBLIC SECTOR,EDUCATION,HIGH SCHOOL,TRUE,FALSE,66758
600068990,OTHER,5/30/2018,4/12/2011,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,21228
501647301,MYCOKE360,5/10/2024,4/24/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1590
501536934,EDI,9/18/2023,7/7/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,2359
600065085,CALL CENTER,5/3/2018,9/2/2011,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1077
501164975,MYCOKE360,2/15/2021,12/28/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21225
600063058,SALES REP,4/10/2019,4/18/2006,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,2238
600064996,SALES REP,8/13/2018,6/1/2011,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,TRUE,66966
600071736,OTHER,12/3/2018,6/3/2011,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,66758
600068122,CALL CENTER,5/10/2018,9/11/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,21225
500468917,CALL CENTER,5/3/2018,10/18/2017,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21057
600065797,SALES REP,6/1/2018,1/13/2014,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2359
600065800,OTHER,5/2/2018,1/13/2014,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42164
600068473,OTHER,6/19/2018,8/26/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2070
501459591,CALL CENTER,12/8/2022,11/11/2022,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42131
501692051,OTHER,8/6/2024,7/30/2024,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,2362
501241801,SALES REP,8/16/2021,7/26/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1531
501482265,SALES REP,3/27/2023,1/24/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,67260
500312683,SALES REP,5/10/2018,11/9/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1139
500266483,SALES REP,5/23/2018,1/11/2016,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,2362
600074441,OTHER,5/29/2018,11/30/2009,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,41031
501622562,MYCOKE LEGACY,2/28/2024,2/9/2024,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,2456
500275011,SALES REP,5/2/2018,3/14/2016,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1061
500275012,SALES REP,5/14/2018,3/14/2016,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66451
501130909,SALES REP,10/16/2020,9/24/2020,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1608
500801840,SALES REP,10/25/2018,10/18/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66451
501709365,MYCOKE360,9/20/2024,9/13/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67260
600073503,SALES REP,5/2/2018,4/8/2003,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,2474
501245103,SALES REP,8/30/2021,8/4/2021,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,66451
600073131,SALES REP,7/31/2018,4/1/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40362
600073739,SALES REP,5/3/2018,4/17/2013,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66451
600074368,SALES REP,5/1/2018,4/16/2008,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,67901
500276892,SALES REP,5/24/2018,3/28/2016,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,66451
500720146,SALES REP,8/15/2018,7/25/2018,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,2456
500802979,SALES REP,10/26/2018,10/22/2018,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67901
501369304,OTHER,5/19/2022,4/6/2022,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,TRUE,TRUE,1524
501039623,SALES REP,1/27/2020,1/16/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66536
501668635,OTHER,7/23/2024,6/19/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,66617
500891424,OTHER,4/26/2019,3/7/2019,WORKPLACE,GENERAL,MISC,TRUE,FALSE,1890
501344979,MYCOKE360,2/18/2022,2/10/2022,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,2720
500280580,SALES REP,5/16/2018,4/25/2016,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,42702
501728318,SALES REP,12/4/2024,10/21/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,21163
501303569,OTHER,2/7/2022,12/7/2021,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,TRUE,FALSE,67673
500874658,OTHER,4/4/2019,2/22/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2673
600071988,OTHER,10/17/2018,6/9/1994,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,2632
600068910,SALES REP,5/1/2018,6/21/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,2632
600068466,EDI,5/9/2018,8/12/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40140
600065392,SALES REP,4/30/2018,12/24/2012,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,67673
600066788,SALES REP,5/23/2018,7/23/1998,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1845
600070369,SALES REP,5/18/2018,5/20/2015,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,FALSE,TRUE,67514
600062991,OTHER,5/3/2018,1/14/2015,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,2720
501518144,MYCOKE LEGACY,4/9/2024,5/11/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2020
500630666,OTHER,6/1/2018,5/22/2018,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,1012
600069882,SALES REP,4/30/2018,12/7/2004,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,42123
501549958,CALL CENTER,10/12/2023,8/15/2023,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,2298
600065801,OTHER,5/8/2018,1/13/2014,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1057
500994455,OTHER,9/20/2019,9/5/2019,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,21108
500763365,OTHER,12/3/2018,9/11/2018,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,2137
600067034,OTHER,5/3/2018,6/17/2010,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,2673
600065725,SALES REP,5/3/2018,4/8/2003,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,21727
501651679,CALL CENTER,6/20/2024,4/30/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,67444
501559179,MYCOKE LEGACY,9/28/2023,9/6/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1331
501510768,OTHER,5/10/2023,4/19/2023,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,TRUE,66438
500539378,OTHER,5/18/2018,2/28/2018,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42566
600068468,EDI,5/4/2018,8/26/2015,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,41606
